,Date,ID,Symbol,market_cap,simp_move_avg_market_cap,simp_move_std_market_cap
42,2021-04-12,ethereum,eth,247431817683.18903,241208441824.84473,6104088527.813879
42,2021-04-12,litecoin,ltc,16847302144.171495,15528635595.502323,936666300.4690373
42,2021-04-12,ripple,xrp,61944875382.23251,50704307692.48216,8560064930.526028
42,2021-04-12,solana,sol,7504132255.224255,7080327627.821556,496926208.23915964
43,2021-04-13,bitcoin,btc,1118532902101.5269,1094231430754.9426,25647237433.231003
43,2021-04-13,bitcoin_cash,bch,0.0,0.0,0.0
43,2021-04-13,cardano,ada,42234834334.01434,39652469992.489845,1475788015.323874
43,2021-04-13,ethereum,eth,247289165411.2008,241947108980.0396,6530530585.003656
43,2021-04-13,litecoin,ltc,16366203566.369783,15767610275.89349,900756145.6918452
43,2021-04-13,ripple,xrp,66682095016.478325,54309462787.94371,9293742217.146238
43,2021-04-13,solana,sol,7668557969.184397,7298156619.343386,321017744.1972296
44,2021-04-14,bitcoin,btc,1187737045885.1743,1109002198692.7085,42943661404.36899
44,2021-04-14,bitcoin_cash,bch,0.0,0.0,0.0
44,2021-04-14,cardano,ada,45655290039.76624,40435468392.23728,2724507197.2283974
44,2021-04-14,ethereum,eth,265314823430.1463,244948333112.16068,11055315955.863398
44,2021-04-14,litecoin,ltc,17767587693.07437,16040459603.285461,1178901070.3069203
44,2021-04-14,ripple,xrp,82194439880.46928,58852955375.57005,13759531765.914211
44,2021-04-14,solana,sol,7477651408.251167,7412410894.771921,170489883.291098
45,2021-04-15,bitcoin,btc,1173412921929.8884,1126524090133.4624,40150512803.66433
45,2021-04-15,bitcoin_cash,bch,0.0,0.0,0.0
45,2021-04-15,cardano,ada,46765701663.37855,41713115919.969185,3325494293.1731834
45,2021-04-15,ethereum,eth,281118122172.1276,252347455747.28384,15352703623.921955
45,2021-04-15,litecoin,ltc,18600879834.538685,16588441994.59249,1364173495.2113826
45,2021-04-15,ripple,xrp,84389055763.71935,64807941719.17187,14600364161.485489
45,2021-04-15,solana,sol,7124964901.168281,7395306964.111357,194443094.40335283
46,2021-04-16,bitcoin,btc,1179561609816.9358,1140266765274.722,39370977031.64637
46,2021-04-16,bitcoin_cash,bch,0.0,0.0,0.0
46,2021-04-16,cardano,ada,47301179157.60043,42883601518.107605,3678810798.6656103
46,2021-04-16,ethereum,eth,290591950682.4659,259558238578.32724,19846535087.134293
46,2021-04-16,litecoin,ltc,19115102975.37121,17161981208.31735,1473811341.3780649
46,2021-04-16,ripple,xrp,80621962486.44653,69440744500.87587,13557217653.968855
46,2021-04-16,solana,sol,7510746946.813054,7434151540.813201,184900549.6881955
47,2021-04-17,bitcoin,btc,1149602869702.2644,1149382223460.0837,31194964347.519768
47,2021-04-17,bitcoin_cash,bch,0.0,0.0,0.0
47,2021-04-17,cardano,ada,45346591335.34033,43851195370.823204,3218100015.8250685
47,2021-04-17,ethereum,eth,280617563098.8275,265528580831.6336,18830072265.4408
47,2021-04-17,litecoin,ltc,20798040464.328835,18026175067.81877,1591740287.894977
47,2021-04-17,ripple,xrp,72810668537.58891,73064659485.28008,9472124088.513426
47,2021-04-17,solana,sol,6847726667.985529,7339637344.407933,283090583.8872265
48,2021-04-18,bitcoin,btc,1125592412523.221,1150720921629.9258,29699980972.364067
48,2021-04-18,bitcoin_cash,bch,0.0,0.0,0.0
48,2021-04-18,cardano,ada,44131641785.7529,44579234788.66559,2426010196.329621
48,2021-04-18,ethereum,eth,271060261616.9552,269060529156.41605,16844263991.199583
48,2021-04-18,litecoin,ltc,20312989752.930435,18544015204.39783,1671516979.367982
48,2021-04-18,ripple,xrp,71413494678.56975,74293798820.78638,8419320732.315273
48,2021-04-18,solana,sol,6763365116.21136,7271020752.11972,358414593.786865
49,2021-04-19,bitcoin,btc,1053618163309.5768,1141151132181.2268,46857133611.23642
49,2021-04-19,bitcoin_cash,bch,0.0,0.0,0.0
49,2021-04-19,cardano,ada,41009185396.83256,44634917673.24077,2322227776.570365
49,2021-04-19,ethereum,eth,259329079995.4421,270760138058.1665,14770774219.60617
49,2021-04-19,litecoin,ltc,18330095062.8505,18755842764.209114,1506466300.4550622
49,2021-04-19,ripple,xrp,64857860313.74,74709939525.28745,7752833711.805637
49,2021-04-19,solana,sol,8839759827.800987,7461824691.059255,697916475.3180468
50,2021-04-20,bitcoin,btc,1043148020633.034,1130381863400.0134,59797897555.268906
50,2021-04-20,bitcoin_cash,bch,0.0,0.0,0.0
50,2021-04-20,cardano,ada,38453861925.1591,44094778757.69002,3234173023.26949
50,2021-04-20,ethereum,eth,251090482814.8267,271303183401.54166,13802168422.401354
50,2021-04-20,litecoin,ltc,17498490056.874878,18917597977.138416,1245261109.0893402
50,2021-04-20,ripple,xrp,60778792590.85363,73866610607.34106,8993430242.698605
50,2021-04-20,solana,sol,8636876765.15214,7600155947.626074,829315421.6846902
51,2021-04-21,bitcoin,btc,1055145534127.332,1111440218863.179,59601619542.292435
51,2021-04-21,bitcoin_cash,bch,0.0,0.0,0.0
51,2021-04-21,cardano,ada,40395164223.48392,43343332212.50683,3417077204.644652
51,2021-04-21,ethereum,eth,269456185695.19864,271894806582.26337,13589824247.247492
51,2021-04-21,litecoin,ltc,17573459862.733204,18889865429.94682,1276900631.5286818
51,2021-04-21,ripple,xrp,63746186778.71684,71231145878.51929,8848175357.027786
51,2021-04-21,solana,sol,8638723481.256248,7766023386.6268,912653231.0031493
52,2021-04-22,bitcoin,btc,1012699264345.6595,1088481124922.5748,62627787395.06219
52,2021-04-22,bitcoin_cash,bch,0.0,0.0,0.0
52,2021-04-22,cardano,ada,39015254845.14442,42236125524.18767,3378776756.461259
52,2021-04-22,ethereum,eth,274296843910.20837,270920338259.13205,13052158516.835163
52,2021-04-22,litecoin,ltc,17391797714.458508,18717139412.792507,1398493570.692593
52,2021-04-22,ripple,xrp,60129127303.28848,67765441812.74345,7480950631.317521
52,2021-04-22,solana,sol,8840620046.282288,8011116978.785943,941711335.5575036
53,2021-04-23,bitcoin,btc,971174701492.849,1058711566590.5625,61637373065.24739
53,2021-04-23,bitcoin_cash,bch,0.0,0.0,0.0
53,2021-04-23,cardano,ada,37047031960.802864,40771247353.21659,3020696429.9015183
53,2021-04-23,ethereum,eth,280712855517.3182,269509038949.82523,10932609862.443752
53,2021-04-23,litecoin,ltc,16961313522.39041,18409455205.223824,1527337998.1068869
53,2021-04-23,ripple,xrp,54216823754.63583,63993279136.77049,6512272808.095496
53,2021-04-23,solana,sol,10546870753.411224,8444848951.157111,1302800477.608136
54,2021-04-24,bitcoin,btc,956744203682.2198,1031160328587.699,57180436134.24083
54,2021-04-24,bitcoin_cash,bch,0.0,0.0,0.0
54,2021-04-24,cardano,ada,36959022892.47807,39573023289.95055,2526418346.6417456
54,2021-04-24,ethereum,eth,273323480799.64493,268467027192.79916,10005680792.8516
54,2021-04-24,litecoin,ltc,16026173980.072405,17727759993.18719,1336556488.7748363
54,2021-04-24,ripple,xrp,53657136235.37748,61257060236.45458,6206709003.188796
54,2021-04-24,solana,sol,10009570403.266832,8896540913.340155,1200909984.2147276
55,2021-04-25,bitcoin,btc,937014999515.3856,1004220698158.0082,49131341583.76261
55,2021-04-25,bitcoin_cash,bch,0.0,0.0,0.0
55,2021-04-25,cardano,ada,35760855209.77632,38377196636.23961,1916522508.5485013
55,2021-04-25,ethereum,eth,258340689899.58817,266649945518.8896,10593923024.547874
55,2021-04-25,litecoin,ltc,15017998357.054432,16971332650.91919,1108483831.7267022
55,2021-04-25,ripple,xrp,48871830051.980896,58036822432.65617,5899020617.242553
55,2021-04-25,solana,sol,11122055713.48721,9519210998.665276,1028069358.8166188
56,2021-04-26,bitcoin,btc,915533819859.1392,984494363379.3741,53517422688.51763
56,2021-04-26,bitcoin_cash,bch,0.0,0.0,0.0
56,2021-04-26,cardano,ada,34763368261.886925,37484937045.53309,1940697967.1230574
56,2021-04-26,ethereum,eth,266776799157.9336,267713905399.2455,10098549200.624184
56,2021-04-26,litecoin,ltc,14949363894.457085,16488371055.434418,1153384690.9737883
56,2021-04-26,ripple,xrp,47614962664.0507,55573551339.84341,6169891103.582566
56,2021-04-26,solana,sol,12948847195.888563,10106223479.820644,1593226528.134851
57,2021-04-27,bitcoin,btc,1008389773189.793,979528899458.9111,48550378413.37052
57,2021-04-27,bitcoin_cash,bch,0.0,0.0,0.0
57,2021-04-27,cardano,ada,39598607716.19428,37648472158.53811,2079239995.2438304
57,2021-04-27,ethereum,eth,292829223558.3116,273676582648.31476,10935039732.587082
57,2021-04-27,litecoin,ltc,16477219750.20513,16342475297.33874,1065564202.7553023
57,2021-04-27,ripple,xrp,62600752594.47308,55833831340.36047,6457787787.129198
57,2021-04-27,solana,sol,12053853291.95677,10594362983.649876,1591463975.429516
58,2021-04-28,bitcoin,btc,1027617870421.6592,975596376072.3865,42089697814.84235
58,2021-04-28,bitcoin_cash,bch,0.0,0.0,0.0
58,2021-04-28,cardano,ada,41847738398.14531,37855982754.91832,2440202480.1618176
58,2021-04-28,ethereum,eth,306136280873.3804,278916596245.1979,16130026992.493315
58,2021-04-28,litecoin,ltc,17293720452.383484,16302512524.431637,1015786034.178211
58,2021-04-28,ripple,xrp,64486175307.85719,55939543987.38053,6613088033.392312
58,2021-04-28,solana,sol,11730117463.908833,11035990695.457388,1372146289.3214073
59,2021-04-29,bitcoin,btc,1024625833392.2412,977300171650.4696,44038238884.18958
59,2021-04-29,bitcoin_cash,bch,0.0,0.0,0.0
59,2021-04-29,cardano,ada,42696322872.49632,38381849615.96858,3051686906.47563
59,2021-04-29,ethereum,eth,317353332381.2044,285067523169.62585,21417554651.952248
59,2021-04-29,litecoin,ltc,17282800744.986732,16286941528.792812,996966497.4477907
59,2021-04-29,ripple,xrp,62692541827.17323,56305746062.22121,6946332890.698121
59,2021-04-29,solana,sol,12162250490.154093,11510509330.296217,1014013965.2240711
60,2021-04-30,bitcoin,btc,1001973605935.3958,981700015142.262,44855221768.89501
60,2021-04-30,bitcoin_cash,bch,0.0,0.0,0.0
60,2021-04-30,cardano,ada,42218008953.63177,39120560614.944145,3291182172.6717563
60,2021-04-30,ethereum,eth,318971242360.58826,290533007004.3788,24744252980.56817
60,2021-04-30,litecoin,ltc,17074601454.145077,16303125519.043476,1010565048.5144433
60,2021-04-30,ripple,xrp,64327724818.26861,57750160499.88303,7470982298.774752
60,2021-04-30,solana,sol,11521025311.458416,11649674267.1601,922432386.9936873
0,2021-05-01,bitcoin,btc,1082721727348.0432,999696804237.3796,56843862768.75774
0,2021-05-01,bitcoin_cash,bch,0.0,0.0,0.0
0,2021-05-01,cardano,ada,43251677970.27558,40019511340.34379,3457561255.019559
0,2021-05-01,ethereum,eth,321155845972.33514,297366202029.04877,25782458274.14412
0,2021-05-01,litecoin,ltc,18154917669.62492,16607231760.408123,1213295654.778894
0,2021-05-01,ripple,xrp,73298828829.0944,60556116584.69972,9172313152.309557
0,2021-05-01,solana,sol,11625206342.893156,11880479401.392435,583530915.5611056
1,2021-05-02,bitcoin,btc,1080897634123.2936,1020251466324.2235,56412846650.48217
1,2021-05-02,bitcoin_cash,bch,0.0,0.0,0.0
1,2021-05-02,cardano,ada,43444753835.5553,41117211144.0265,3079228775.002523
1,2021-05-02,ethereum,eth,340730211563.77893,309136133695.36176,23721082795.34499
1,2021-05-02,litecoin,ltc,18459940118.792027,17098937726.370636,1158084641.9541612
1,2021-05-02,ripple,xrp,76025679530.23318,64435237938.73577,9149132199.066423
1,2021-05-02,solana,sol,13505629296.647703,12220989913.272505,741319072.9211614
2,2021-05-03,bitcoin,btc,1057850321948.5464,1040582395194.1389,33288930555.923103
2,2021-05-03,bitcoin_cash,bch,0.0,0.0,0.0
2,2021-05-03,cardano,ada,42540495719.34877,42228229352.23534,1284769012.4074166
2,2021-05-03,ethereum,eth,341953594507.36664,319875675888.1379,17566287598.7998
2,2021-05-03,litecoin,ltc,17970346781.1532,17530506710.184364,693046871.3057333
2,2021-05-03,ripple,xrp,71701291962.31635,67876142124.20229,5615972006.080027
2,2021-05-03,solana,sol,12731441940.852585,12189932019.695936,709619229.656491
3,2021-05-04,bitcoin,btc,1069571255195.5188,1049322606909.2426,31406388342.27186
3,2021-05-04,bitcoin_cash,bch,0.0,0.0,0.0
3,2021-05-04,cardano,ada,43592074191.2749,42798724562.961136,654560640.1072452
3,2021-05-04,ethereum,eth,398258027094.341,334936933536.1421,30756676195.119446
3,2021-05-04,litecoin,ltc,19681599261.29483,17988275211.76861,906716193.2896291
3,2021-05-04,ripple,xrp,71679793845.11757,69173148017.1515,5229679900.301064
3,2021-05-04,solana,sol,12596937422.5915,12267515466.92947,721844667.6675242
4,2021-05-05,bitcoin,btc,999775008412.3738,1045345055193.6305,36035375858.297
4,2021-05-05,bitcoin_cash,bch,0.0,0.0,0.0
4,2021-05-05,cardano,ada,41326027055.914055,42724194371.21381,795432566.2476591
4,2021-05-05,ethereum,eth,380565712269.779,345569709449.9134,31981648834.197132
4,2021-05-05,litecoin,ltc,20404828326.963787,18432719193.85151,1218428975.0431936
4,2021-05-05,ripple,xrp,64259873894.80669,69140819243.85858,5264069156.93922
4,2021-05-05,solana,sol,11695753640.918264,12262606349.359388,726212161.5416658
5,2021-05-06,bitcoin,btc,1070969079353.5304,1051965518902.386,35851035697.619156
5,2021-05-06,bitcoin_cash,bch,0.0,0.0,0.0
5,2021-05-06,cardano,ada,47368113642.07222,43391593052.581795,1925423770.639024
5,2021-05-06,ethereum,eth,409191426695.66266,358689437209.12164,36931520746.75453
5,2021-05-06,litecoin,ltc,23718181496.681618,19352059301.236492,2221295068.4837346
5,2021-05-06,ripple,xrp,74138782426.5491,70775996472.34084,4671639021.574772
5,2021-05-06,solana,sol,12196654588.937689,12267521220.614187,725535878.4989938
6,2021-05-07,bitcoin,btc,1056801053574.5112,1059798011422.2598,28303521640.42753
6,2021-05-07,bitcoin_cash,bch,0.0,0.0,0.0
6,2021-05-07,cardano,ada,53360219299.96424,44983337387.77215,4133283593.8204026
6,2021-05-07,ethereum,eth,405355930465.5294,371030106938.399,35865036440.48144
6,2021-05-07,litecoin,ltc,23664720094.5779,20293504821.29833,2476990845.4297028
6,2021-05-07,ripple,xrp,73754025260.05373,72122610821.16728,3775802863.6719384
6,2021-05-07,solana,sol,11848638343.099876,12314323082.277254,678391195.9971063
7,2021-05-08,bitcoin,btc,1072831991777.4056,1058385192055.0256,27193600673.694584
7,2021-05-08,bitcoin_cash,bch,0.0,0.0,0.0
7,2021-05-08,cardano,ada,52795204748.10216,46346698356.03309,4958486916.563885
7,2021-05-08,ethereum,eth,404284565609.9548,382905638315.2018,29858065436.102787
7,2021-05-08,litecoin,ltc,23183769289.59186,21011912195.57932,2482613256.6808066
7,2021-05-08,ripple,xrp,72785522492.3733,72049281344.49284,3754074368.5690556
7,2021-05-08,solana,sol,11736620149.519144,12330239340.36668,660602401.3422992
8,2021-05-09,bitcoin,btc,1099271802311.4956,1061010073224.7688,30423747161.010693
8,2021-05-09,bitcoin_cash,bch,0.0,0.0,0.0
8,2021-05-09,cardano,ada,51816643346.55726,47542682571.89051,5147910959.761236
8,2021-05-09,ethereum,eth,450716254202.5674,398617930120.74304,32762795562.450314
8,2021-05-09,litecoin,ltc,23072612181.040188,21670865347.329052,2297629200.192148
8,2021-05-09,ripple,xrp,72020347233.61066,71477091016.40392,3328055699.6236963
8,2021-05-09,solana,sol,12483159691.847982,12184172253.96672,430284232.4984186
9,2021-05-10,bitcoin,btc,1088903483393.3052,1065446239145.4486,32103809935.04942
9,2021-05-10,bitcoin_cash,bch,0.0,0.0,0.0
9,2021-05-10,cardano,ada,56886811810.61856,49592156299.214775,5655298452.29442
9,2021-05-10,ethereum,eth,455448294000.9345,414831458619.82416,27746166167.35107
9,2021-05-10,litecoin,ltc,25677759329.75753,22771924282.84396,2063558654.4011152
9,2021-05-10,ripple,xrp,70558561783.21365,71313843847.96068,3343217284.3143797
9,2021-05-10,solana,sol,12070625546.32745,12089769911.891703,356340954.17342037
10,2021-05-11,bitcoin,btc,1045714370754.1616,1062038112796.6833,32850548626.591587
10,2021-05-11,bitcoin_cash,bch,0.0,0.0,0.0
10,2021-05-11,cardano,ada,53022907919.88876,50939418260.44532,5081956174.260501
10,2021-05-11,ethereum,eth,461040789541.0576,423800424683.64075,31402297123.508053
10,2021-05-11,litecoin,ltc,24148703618.43857,23410082048.150208,1583474091.3092268
10,2021-05-11,ripple,xrp,64451974677.0368,70281298252.52055,4214081298.311005
10,2021-05-11,solana,sol,11724389834.30516,11965120256.422224,297039339.32910943
11,2021-05-12,bitcoin,btc,1064993057463.8884,1071354976946.8997,18254502173.747387
11,2021-05-12,bitcoin_cash,bch,0.0,0.0,0.0
11,2021-05-12,cardano,ada,56422785745.776566,53096098073.28283,3163564054.584326
11,2021-05-12,ethereum,eth,481380994613.09344,438202607875.54285,31387224308.726974
11,2021-05-12,litecoin,ltc,25211637945.36449,24096769136.493164,996462142.456139
11,2021-05-12,ripple,xrp,67993904755.77808,70814731232.65933,3500801090.1273055
11,2021-05-12,solana,sol,12215743859.11548,12039404573.30754,283143342.13948524
12,2021-05-13,bitcoin,btc,935512493150.826,1052004036060.7991,54514799507.96306
12,2021-05-13,bitcoin_cash,bch,0.0,0.0,0.0
12,2021-05-13,cardano,ada,52518502552.04381,53831867917.564476,1990943463.9734719
12,2021-05-13,ethereum,eth,465647015108.638,446267691934.53937,29908680143.651306
12,2021-05-13,litecoin,ltc,20598042524.232872,23651034997.57192,1666564713.0255175
12,2021-05-13,ripple,xrp,61123682935.37894,68955431305.34932,4693999305.115969
12,2021-05-13,solana,sol,12440648899.351025,12074260903.366589,318534563.46672344
13,2021-05-14,bitcoin,btc,934964766185.9642,1034598852148.1494,69983065235.97438
13,2021-05-14,bitcoin_cash,bch,0.0,0.0,0.0
13,2021-05-14,cardano,ada,61871354957.58372,55047744440.08154,3601979656.6732316
13,2021-05-14,ethereum,eth,431105320829.47766,449946176272.2462,25260580058.93314
13,2021-05-14,litecoin,ltc,21139790695.57434,23290330797.714268,1917465153.0984674
13,2021-05-14,ripple,xrp,62597600197.15654,67361656296.364,4687153682.529345
13,2021-05-14,solana,sol,11096669650.829687,11966836804.470846,488669139.4164436
14,2021-05-15,bitcoin,btc,935962705739.4398,1015046096999.8688,76351076497.72168
14,2021-05-15,bitcoin_cash,bch,0.0,0.0,0.0
14,2021-05-15,cardano,ada,64384940507.746376,56703420977.173584,4843655411.227128
14,2021-05-15,ethereum,eth,473724804234.6842,459866210361.4932,16432550799.461172
14,2021-05-15,litecoin,ltc,21789243502.80628,23091112828.17347,2001005113.9484355
14,2021-05-15,ripple,xrp,64571597603.9546,66188238455.16132,4093576163.6658254
14,2021-05-15,solana,sol,11689352286.16738,11960084252.563452,492690561.760653
15,2021-05-16,bitcoin,btc,875321252276.1078,983053161280.5276,81895409456.62587
15,2021-05-16,bitcoin_cash,bch,0.0,0.0,0.0
15,2021-05-16,cardano,ada,69699933668.58269,59258176737.46293,6325968885.21173
15,2021-05-16,ethereum,eth,425715131137.0613,456294621352.13525,20870446141.142662
15,2021-05-16,litecoin,ltc,19963930434.64082,22647015435.8307,2324596695.757622
15,2021-05-16,ripple,xrp,68002621654.34993,65614277658.12408,3354516146.4430017
15,2021-05-16,solana,sol,11799908298.851982,11862476910.70688,436238086.09571314
16,2021-05-17,bitcoin,btc,871695620615.745,952023466598.0189,76045453564.86075
16,2021-05-17,bitcoin_cash,bch,0.0,0.0,0.0
16,2021-05-17,cardano,ada,73310457372.5526,61604411817.73921,8097497350.906374
16,2021-05-17,ethereum,eth,414265118099.5364,450411310509.0783,26258086313.631145
16,2021-05-17,litecoin,ltc,19862589775.93143,21816276928.14126,2088030619.8021376
16,2021-05-17,ripple,xrp,67223794128.39051,65137882278.86363,2710246031.798038
16,2021-05-17,solana,sol,12808567896.878408,11967897246.499876,565064918.9512147
17,2021-05-18,bitcoin,btc,819256623328.7307,919672359822.9574,77696371033.23906
17,2021-05-18,bitcoin_cash,bch,0.0,0.0,0.0
17,2021-05-18,cardano,ada,65556125527.3518,63394871475.94823,7222077167.359968
17,2021-05-18,ethereum,eth,381161976477.9278,439000051500.05975,36304015377.53738
17,2021-05-18,litecoin,ltc,18997038698.23222,21080324796.68321,2036162336.6918206
17,2021-05-18,ripple,xrp,68590542697.55028,65729106281.79413,2974227498.984556
17,2021-05-18,solana,sol,12904194705.374098,12136440799.509724,649910088.9928707
18,2021-05-19,bitcoin,btc,800545278567.6873,881894105694.9287,56720274683.79044
18,2021-05-19,bitcoin_cash,bch,0.0,0.0,0.0
18,2021-05-19,cardano,ada,64019956901.87918,64480181641.105736,6538168155.1040535
18,2021-05-19,ethereum,eth,390227141901.1161,425978072541.20593,34889200847.725296
18,2021-05-19,litecoin,ltc,19724820148.48588,20296493682.843407,943808630.128323
18,2021-05-19,ripple,xrp,72852567696.53607,66423200987.61669,3985770387.041388
18,2021-05-19,solana,sol,15371663655.587006,12587286484.71994,1388755070.3634794
19,2021-05-20,bitcoin,btc,697785056487.6051,847933043314.4686,83915504707.42897
19,2021-05-20,bitcoin_cash,bch,0.0,0.0,0.0
19,2021-05-20,cardano,ada,49217494677.79968,64008609087.642296,7580644639.963145
19,2021-05-20,ethereum,eth,295232973801.7795,401633209497.369,55790511974.6469
19,2021-05-20,litecoin,ltc,12730475201.308187,19172555493.854164,2990420621.817236
19,2021-05-20,ripple,xrp,50091782111.2559,64847215155.59912,7263635740.217789
19,2021-05-20,solana,sol,9921711894.075151,12227438341.109102,1719941587.39906
20,2021-05-21,bitcoin,btc,759679496751.2783,822892290538.085,79661538377.01912
20,2021-05-21,bitcoin_cash,bch,0.0,0.0,0.0
20,2021-05-21,cardano,ada,57492844768.25934,63383107632.02453,7957654636.646448
20,2021-05-21,ethereum,eth,322162621074.79614,386069966675.2716,61137760762.39636
20,2021-05-21,litecoin,ltc,14040960849.557564,18158436944.4232,3389195755.1589746
20,2021-05-21,ripple,xrp,54238776434.31301,63653097475.192894,8307217849.545439
20,2021-05-21,solana,sol,12171270499.157091,12380952748.013016,1648673439.872831
21,2021-05-22,bitcoin,btc,698762712553.7339,789006577225.8411,73780424853.71594
21,2021-05-22,bitcoin_cash,bch,0.0,0.0,0.0
21,2021-05-22,cardano,ada,49480611260.99869,61253917739.631996,9491111569.492184
21,2021-05-22,ethereum,eth,279623071718.589,358341147744.4009,58725794800.19109
21,2021-05-22,litecoin,ltc,11944342469.872091,16752022511.146885,3663015382.8068905
21,2021-05-22,ripple,xrp,46156188090.29648,61022324687.52745,10574423922.160269
21,2021-05-22,solana,sol,10430110171.295876,12201061017.31709,1798596350.1645074
22,2021-05-23,bitcoin,btc,702143968883.5249,764266965312.6151,68886207334.08485
22,2021-05-23,bitcoin_cash,bch,0.0,0.0,0.0
22,2021-05-23,cardano,ada,47192676745.010704,58038595321.97887,9954081394.397837
22,2021-05-23,ethereum,eth,268503273693.00333,335882310966.6783,58726922246.82312
22,2021-05-23,litecoin,ltc,11340979083.307632,15520172318.099287,3848093561.5414195
22,2021-05-23,ripple,xrp,41860408304.12428,57287722780.35236,12191078579.691689
22,2021-05-23,solana,sol,8668570148.20386,11753726995.795927,2248203250.5282545
23,2021-05-24,bitcoin,btc,654558962027.5841,733247442657.1635,60870507184.50367
23,2021-05-24,bitcoin_cash,bch,0.0,0.0,0.0
23,2021-05-24,cardano,ada,42338798442.81028,53614072617.72996,8857402383.226194
23,2021-05-24,ethereum,eth,244070264760.92877,311568760489.7344,56036676377.17572
23,2021-05-24,litecoin,ltc,9611483171.041302,14055728517.400698,3870632870.1067133
23,2021-05-24,ripple,xrp,36912826641.026886,52957584567.87184,13397105296.157656
23,2021-05-24,solana,sol,6741153859.711209,10886953561.9149,2860088400.508604
24,2021-05-25,bitcoin,btc,723143072419.7241,719516935384.4482,47637770724.728195
24,2021-05-25,bitcoin_cash,bch,0.0,0.0,0.0
24,2021-05-25,cardano,ada,49369920022.31968,51301757545.58251,7172796508.069537
24,2021-05-25,ethereum,eth,306046123107.58295,300837924293.9708,46943019520.57612
24,2021-05-25,litecoin,ltc,12240096630.832302,13090451079.20071,3220984373.5094543
24,2021-05-25,ripple,xrp,45475035158.975365,49655369205.218285,11634441424.501184
24,2021-05-25,solana,sol,8456340961.644993,10251545884.239313,2831167289.18556
25,2021-05-26,bitcoin,btc,715248689989.8947,707331708444.7635,31700185142.615704
25,2021-05-26,bitcoin_cash,bch,0.0,0.0,0.0
25,2021-05-26,cardano,ada,49752398756.77152,49263534953.42426,4477006383.003423
25,2021-05-26,ethereum,eth,312566215516.573,289743506239.0361,27408637011.58233
25,2021-05-26,litecoin,ltc,12174481750.226068,12011831308.020735,1349607634.03201
25,2021-05-26,ripple,xrp,44725206891.78951,45637174804.54021,5557826950.355198
25,2021-05-26,solana,sol,8200361459.252724,9227074141.905844,1767201385.1041694
26,2021-05-27,bitcoin,btc,737668726732.3829,713029375622.589,33244956170.232395
26,2021-05-27,bitcoin_cash,bch,0.0,0.0,0.0
26,2021-05-27,cardano,ada,56286220346.17397,50273352906.04917,5203194231.38606
26,2021-05-27,ethereum,eth,334435114557.1313,295343812061.2292,32287928393.898468
26,2021-05-27,litecoin,ltc,13293452831.666067,12092256683.786146,1414771571.2007742
26,2021-05-27,ripple,xrp,47675888355.92232,45292047125.20684,5304332778.380604
26,2021-05-27,solana,sol,9637728345.153328,9186505063.48844,1751789500.7736664
27,2021-05-28,bitcoin,btc,723137484747.1467,707809088193.4274,26976974525.86547
27,2021-05-28,bitcoin_cash,bch,0.0,0.0,0.0
27,2021-05-28,cardano,ada,52918832311.84861,49619922555.13335,4365166686.979242
27,2021-05-28,ethereum,eth,319404492002.5219,294949793622.3329,31920847337.429554
27,2021-05-28,litecoin,ltc,12928066643.951668,11933271797.271017,1206487228.6175058
27,2021-05-28,ripple,xrp,44831608818.18857,43948166037.189064,3567015577.852278
27,2021-05-28,solana,sol,9223068939.871317,8765333412.161901,1173556703.789177
28,2021-05-29,bitcoin,btc,668521654364.6696,703488937023.5609,30815479143.703796
28,2021-05-29,bitcoin_cash,bch,0.0,0.0,0.0
28,2021-05-29,cardano,ada,48592867742.134,49493102052.4384,4382748968.086605
28,2021-05-29,ethereum,eth,282228507934.91974,295321998796.0944,31726949419.54804
28,2021-05-29,litecoin,ltc,11772587439.235636,11908735364.322954,1207970146.1705363
28,2021-05-29,ripple,xrp,41327227215.889,43258314483.70228,3535635104.496718
28,2021-05-29,solana,sol,7915741496.510311,8406137887.192534,940796365.7927345
29,2021-05-30,bitcoin,btc,654239808356.6592,696645485519.723,36040256345.94812
29,2021-05-30,bitcoin_cash,bch,0.0,0.0,0.0
29,2021-05-30,cardano,ada,45847843415.41005,49300983005.35259,4527481215.524979
29,2021-05-30,ethereum,eth,268672927561.1248,295346235062.96893,31703103913.70287
29,2021-05-30,litecoin,ltc,11080526075.170912,11871527791.731995,1232142027.2594533
29,2021-05-30,ripple,xrp,38784269249.7588,42818866047.36436,3909719259.4006076
29,2021-05-30,solana,sol,7555682949.616899,8247154001.68011,982179429.4316232
30,2021-05-31,bitcoin,btc,668664301773.5417,698660534054.86,33607163682.962063
30,2021-05-31,bitcoin_cash,bch,0.0,0.0,0.0
30,2021-05-31,cardano,ada,50414535804.046684,50454659771.24351,3327654637.8560534
30,2021-05-31,ethereum,eth,278270782653.56213,300232023333.34515,24241047288.94035
30,2021-05-31,litecoin,ltc,11406121455.418589,12127904689.500177,791385012.3293568
30,2021-05-31,ripple,xrp,41726594494.88639,43506547169.34428,3019846754.401532
30,2021-05-31,solana,sol,7786190305.535411,8396444922.51214,772063818.3730537
31,2021-06-01,bitcoin,btc,699138611681.2975,695231325377.9417,31872575131.97755
31,2021-06-01,bitcoin_cash,bch,0.0,0.0,0.0
