,Date,ID,Symbol,market_cap,momentum_market_cap
4,2021-05-05,ripple,xrp,64259873894.80669,35677.91939965416
4,2021-05-05,solana,sol,11695753640.918264,254919948.59701645
5,2021-05-06,bitcoin,btc,1070969079353.5304,-10805499.146467375
5,2021-05-06,bitcoin_cash,bch,0.0,0.0
5,2021-05-06,cardano,ada,47368113642.07222,19541479.130942065
5,2021-05-06,ethereum,eth,409191426695.66266,5538839388.707378
5,2021-05-06,litecoin,ltc,23718181496.681618,5253561.455593498
5,2021-05-06,ripple,xrp,74138782426.5491,41811069.900423236
5,2021-05-06,solana,sol,12196654588.937689,221896913.83570358
6,2021-05-07,bitcoin,btc,1056801053574.5112,20116125.7263307
6,2021-05-07,bitcoin_cash,bch,0.0,0.0
6,2021-05-07,cardano,ada,53360219299.96424,153363106.0668816
6,2021-05-07,ethereum,eth,405355930465.5294,6936472926.48105
6,2021-05-07,litecoin,ltc,23664720094.5779,57801170.01891631
6,2021-05-07,ripple,xrp,73754025260.05373,178035449.48428008
6,2021-05-07,solana,sol,11848638343.099876,166636898.31013575
7,2021-05-08,bitcoin,btc,1072831991777.4056,553937367.8462341
7,2021-05-08,bitcoin_cash,bch,0.0,0.0
7,2021-05-08,cardano,ada,52795204748.10216,368197775.2005795
7,2021-05-08,ethereum,eth,404284565609.9548,7896941596.600164
7,2021-05-08,litecoin,ltc,23183769289.59186,163178495.00424364
7,2021-05-08,ripple,xrp,72785522492.3733,415043143.276148
7,2021-05-08,solana,sol,11736620149.519144,110620475.53210416
8,2021-05-09,bitcoin,btc,1099271802311.4956,1533557948.0038238
8,2021-05-09,bitcoin_cash,bch,0.0,0.0
8,2021-05-09,cardano,ada,51816643346.55726,533396990.95634854
8,2021-05-09,ethereum,eth,450716254202.5674,8876042128.801804
8,2021-05-09,litecoin,ltc,23072612181.040188,249653011.17601594
8,2021-05-09,ripple,xrp,72020347233.61066,569483907.5102255
8,2021-05-09,solana,sol,12483159691.847982,89323735.55097198
9,2021-05-10,bitcoin,btc,1088903483393.3052,2683692504.3650756
9,2021-05-10,bitcoin_cash,bch,0.0,0.0
9,2021-05-10,cardano,ada,56886811810.61856,678906001.8599674
9,2021-05-10,ethereum,eth,455448294000.9345,9506834155.684952
9,2021-05-10,litecoin,ltc,25677759329.75753,346342209.8657199
9,2021-05-10,ripple,xrp,70558561783.21365,601650154.3818253
9,2021-05-10,solana,sol,12070625546.32745,57208448.758596264
10,2021-05-11,bitcoin,btc,1045714370754.1616,3654925936.560292
10,2021-05-11,bitcoin_cash,bch,0.0,0.0
10,2021-05-11,cardano,ada,53022907919.88876,820408797.6214474
10,2021-05-11,ethereum,eth,461040789541.0576,10333977830.056189
10,2021-05-11,litecoin,ltc,24148703618.43857,424205425.95876074
10,2021-05-11,ripple,xrp,64451974677.0368,551510041.7081845
10,2021-05-11,solana,sol,11724389834.30516,25028127.2828404
11,2021-05-12,bitcoin,btc,1064993057463.8884,4025255811.88582
11,2021-05-12,bitcoin_cash,bch,0.0,0.0
11,2021-05-12,cardano,ada,56422785745.776566,954788359.8884268
11,2021-05-12,ethereum,eth,481380994613.09344,11237432796.984652
11,2021-05-12,litecoin,ltc,25211637945.36449,504906206.75928617
11,2021-05-12,ripple,xrp,67993904755.77808,499773535.0444193
11,2021-05-12,solana,sol,12215743859.11548,8135089.685309503
12,2021-05-13,bitcoin,btc,935512493150.826,1063824820.4800415
12,2021-05-13,bitcoin_cash,bch,0.0,0.0
12,2021-05-13,cardano,ada,52518502552.04381,934501562.8225015
12,2021-05-13,ethereum,eth,465647015108.638,11688180439.546778
12,2021-05-13,litecoin,ltc,20598042524.232872,440299071.6954348
12,2021-05-13,ripple,xrp,61123682935.37894,240074822.31478253
12,2021-05-13,solana,sol,12440648899.351025,3665911.3257220476
13,2021-05-14,bitcoin,btc,934964766185.9642,92238680.44716306
13,2021-05-14,bitcoin_cash,bch,0.0,0.0
13,2021-05-14,cardano,ada,61871354957.58372,1024864626.2354497
13,2021-05-14,ethereum,eth,431105320829.47766,10739497463.771276
13,2021-05-14,litecoin,ltc,21139790695.57434,364764282.7100099
13,2021-05-14,ripple,xrp,62597600197.15654,88621264.71076667
13,2021-05-14,solana,sol,11096669650.829687,-31686.33106783568
14,2021-05-15,bitcoin,btc,935962705739.4398,-3725848.0466297898
14,2021-05-15,bitcoin_cash,bch,0.0,0.0
14,2021-05-15,cardano,ada,64384940507.746376,1087249016.689073
14,2021-05-15,ethereum,eth,473724804234.6842,10235450424.881868
14,2021-05-15,litecoin,ltc,21789243502.80628,284740510.5255468
14,2021-05-15,ripple,xrp,64571597603.9546,10166628.555823566
14,2021-05-15,solana,sol,11689352286.16738,-2284297.0875620903
15,2021-05-16,bitcoin,btc,875321252276.1078,-921409362.2458711
15,2021-05-16,bitcoin_cash,bch,0.0,0.0
15,2021-05-16,cardano,ada,69699933668.58269,1142209640.8489459
15,2021-05-16,ethereum,eth,425715131137.0613,8310818589.176966
15,2021-05-16,litecoin,ltc,19963930434.64082,162707234.22608936
15,2021-05-16,ripple,xrp,68002621654.34993,-367509.98419791606
15,2021-05-16,solana,sol,11799908298.851982,-781739.653720507
16,2021-05-17,bitcoin,btc,871695620615.745,-2547410274.5984125
16,2021-05-17,bitcoin_cash,bch,0.0,0.0
16,2021-05-17,cardano,ada,73310457372.5526,1284372107.2667
16,2021-05-17,ethereum,eth,414265118099.5364,6287528088.678194
16,2021-05-17,litecoin,ltc,19862589775.93143,82081348.1547988
16,2021-05-17,ripple,xrp,67223794128.39051,-7163193.881451288
16,2021-05-17,solana,sol,12808567896.878408,-46112.59856280532
17,2021-05-18,bitcoin,btc,819256623328.7307,-4827640196.979554
17,2021-05-18,bitcoin_cash,bch,0.0,0.0
17,2021-05-18,cardano,ada,65556125527.3518,1344420880.5813658
17,2021-05-18,ethereum,eth,381161976477.9278,3621214356.433193
17,2021-05-18,litecoin,ltc,18997038698.23222,27186928.324421566
17,2021-05-18,ripple,xrp,68590542697.55028,-18741497.067479577
17,2021-05-18,solana,sol,12904194705.374098,-220.2039190047597
18,2021-05-19,bitcoin,btc,800545278567.6873,-7704691541.460738
18,2021-05-19,bitcoin_cash,bch,0.0,0.0
18,2021-05-19,cardano,ada,64019956901.87918,1340690673.091236
18,2021-05-19,ethereum,eth,390227141901.1161,1889558145.4661028
18,2021-05-19,litecoin,ltc,19724820148.48588,5392745.119085422
18,2021-05-19,ripple,xrp,72852567696.53607,-29839452.27578461
18,2021-05-19,solana,sol,15371663655.587006,3765634.129297904
19,2021-05-20,bitcoin,btc,697785056487.6051,-12301156043.49641
19,2021-05-20,bitcoin_cash,bch,0.0,0.0
19,2021-05-20,cardano,ada,49217494677.79968,838790836.5462654
19,2021-05-20,ethereum,eth,295232973801.7795,120712585.24455571
19,2021-05-20,litecoin,ltc,12730475201.308187,-2241201.8196782744
19,2021-05-20,ripple,xrp,50091782111.2559,-207998959.08097008
19,2021-05-20,solana,sol,9921711894.075151,-56.0222893958142
20,2021-05-21,bitcoin,btc,759679496751.2783,-14282065708.496756
20,2021-05-21,bitcoin_cash,bch,0.0,0.0
20,2021-05-21,cardano,ada,57492844768.25934,658672645.7436315
20,2021-05-21,ethereum,eth,322162621074.79614,-1077810.1559879414
20,2021-05-21,litecoin,ltc,14040960849.557564,-35557939.78979184
20,2021-05-21,ripple,xrp,54238776434.31301,-298132347.35902244
20,2021-05-21,solana,sol,12171270499.157091,-47268.43594524138
21,2021-05-22,bitcoin,btc,698762712553.7339,-16617624226.559692
21,2021-05-22,bitcoin_cash,bch,0.0,0.0
21,2021-05-22,cardano,ada,49480611260.99869,328992784.43419456
21,2021-05-22,ethereum,eth,279623071718.589,-373189196.27964437
21,2021-05-22,litecoin,ltc,11944342469.872091,-134659689.3021686
21,2021-05-22,ripple,xrp,46156188090.29648,-400297978.7503556
21,2021-05-22,solana,sol,10430110171.295876,-163670.04897441418
22,2021-05-23,bitcoin,btc,702143968883.5249,-19005291715.656902
22,2021-05-23,bitcoin_cash,bch,0.0,0.0
22,2021-05-23,cardano,ada,47192676745.010704,96329575.1498518
22,2021-05-23,ethereum,eth,268503273693.00333,-2030716442.565297
22,2021-05-23,litecoin,ltc,11340979083.307632,-314513324.6898508
22,2021-05-23,ripple,xrp,41860408304.12428,-594057994.9826231
22,2021-05-23,solana,sol,8668570148.20386,-3684557.7202342683
23,2021-05-24,bitcoin,btc,654558962027.5841,-21181475013.205254
23,2021-05-24,bitcoin_cash,bch,0.0,0.0
23,2021-05-24,cardano,ada,42338798442.81028,4341092.365955644
23,2021-05-24,ethereum,eth,244070264760.92877,-3964780966.29747
23,2021-05-24,litecoin,ltc,9611483171.041302,-511228571.84924203
23,2021-05-24,ripple,xrp,36912826641.026886,-826174014.1062479
23,2021-05-24,solana,sol,6741153859.711209,-19694484.187451255
24,2021-05-25,bitcoin,btc,723143072419.7241,-23388660954.892757
24,2021-05-25,bitcoin_cash,bch,0.0,0.0
24,2021-05-25,cardano,ada,49369920022.31968,-524219.64169352676
24,2021-05-25,ethereum,eth,306046123107.58295,-5892373281.296783
24,2021-05-25,litecoin,ltc,12240096630.832302,-663148817.6504478
24,2021-05-25,ripple,xrp,45475035158.975365,-1139382606.8171039
24,2021-05-25,solana,sol,8456340961.644993,-43001447.36592234
25,2021-05-26,bitcoin,btc,715248689989.8947,-23079634957.0925
25,2021-05-26,bitcoin_cash,bch,0.0,0.0
25,2021-05-26,cardano,ada,49752398756.77152,-18032054.577113688
25,2021-05-26,ethereum,eth,312566215516.573,-7030901916.520908
25,2021-05-26,litecoin,ltc,12174481750.226068,-704152746.3474545
25,2021-05-26,ripple,xrp,44725206891.78951,-1199027972.2184746
25,2021-05-26,solana,sol,8200361459.252724,-67158968.78222546
26,2021-05-27,bitcoin,btc,737668726732.3829,-21705877588.206284
26,2021-05-27,bitcoin_cash,bch,0.0,0.0
26,2021-05-27,cardano,ada,56286220346.17397,-25403202.473662786
26,2021-05-27,ethereum,eth,334435114557.1313,-7645018533.231864
26,2021-05-27,litecoin,ltc,13293452831.666067,-695153766.6920797
26,2021-05-27,ripple,xrp,47675888355.92232,-1156003112.0732718
26,2021-05-27,solana,sol,9637728345.153328,-79604153.03303711
27,2021-05-28,bitcoin,btc,723137484747.1467,-19686719320.485546
27,2021-05-28,bitcoin_cash,bch,0.0,0.0
27,2021-05-28,cardano,ada,52918832311.84861,-52832424.67834996
27,2021-05-28,ethereum,eth,319404492002.5219,-8490909434.35335
27,2021-05-28,litecoin,ltc,12928066643.951668,-681619999.7833052
27,2021-05-28,ripple,xrp,44831608818.18857,-1136482927.9596894
27,2021-05-28,solana,sol,9223068939.871317,-97648772.49948536
28,2021-05-29,bitcoin,btc,668521654364.6696,-17947988395.98479
28,2021-05-29,bitcoin_cash,bch,0.0,0.0
28,2021-05-29,cardano,ada,48592867742.134,-135974695.00219548
28,2021-05-29,ethereum,eth,282228507934.91974,-8702398298.552275
28,2021-05-29,litecoin,ltc,11772587439.235636,-673295710.5955802
28,2021-05-29,ripple,xrp,41327227215.889,-1142063922.325465
28,2021-05-29,solana,sol,7915741496.510311,-117606850.77078997
29,2021-05-30,bitcoin,btc,654239808356.6592,-16097682609.836735
29,2021-05-30,bitcoin_cash,bch,0.0,0.0
29,2021-05-30,cardano,ada,45847843415.41005,-221711782.83178443
29,2021-05-30,ethereum,eth,268672927561.1248,-8721371043.507301
29,2021-05-30,litecoin,ltc,11080526075.170912,-608853149.205686
29,2021-05-30,ripple,xrp,38784269249.7588,-1162919562.7197878
29,2021-05-30,solana,sol,7555682949.616899,-144890992.3150821
30,2021-05-31,bitcoin,btc,668664301773.5417,-13920748007.993433
30,2021-05-31,bitcoin_cash,bch,0.0,0.0
30,2021-05-31,cardano,ada,50414535804.046684,-327178526.2869899
30,2021-05-31,ethereum,eth,278270782653.56213,-8063346212.67882
30,2021-05-31,litecoin,ltc,11406121455.418589,-537426258.8681473
30,2021-05-31,ripple,xrp,41726594494.88639,-1198299482.029034
30,2021-05-31,solana,sol,7786190305.535411,-170744704.77743372
31,2021-06-01,bitcoin,btc,699138611681.2975,-10797448659.798595
31,2021-06-01,bitcoin_cash,bch,0.0,0.0
31,2021-06-01,cardano,ada,55918127620.81978,-299731510.88045365
31,2021-06-01,ethereum,eth,314463232386.7883,-5993849424.480495
31,2021-06-01,litecoin,ltc,12513820456.32828,-414712706.28624195
31,2021-06-01,ripple,xrp,48054553991.807175,-971414104.9664128
31,2021-06-01,solana,sol,8921358871.643251,-158717458.78530723
32,2021-06-02,bitcoin,btc,688726381047.1788,-8805975840.312777
32,2021-06-02,bitcoin_cash,bch,0.0,0.0
32,2021-06-02,cardano,ada,55963404595.855385,-339692912.86282355
32,2021-06-02,ethereum,eth,306488816882.1444,-4303137640.4105015
32,2021-06-02,litecoin,ltc,12225684043.23473,-347278832.78151333
32,2021-06-02,ripple,xrp,46674110292.99546,-885874917.839672
32,2021-06-02,solana,sol,8466375153.864945,-145405075.27407205
33,2021-06-03,bitcoin,btc,704531333543.3906,-6335096770.508958
33,2021-06-03,bitcoin_cash,bch,0.0,0.0
33,2021-06-03,cardano,ada,56498220769.12978,-230810002.5552627
33,2021-06-03,ethereum,eth,315313344228.8267,-2879779673.40562
33,2021-06-03,litecoin,ltc,12546752972.990368,-257661108.1991652
33,2021-06-03,ripple,xrp,47256850790.178375,-735379239.6813405
33,2021-06-03,solana,sol,9317118424.38306,-134529440.97171742
34,2021-06-04,bitcoin,btc,733150718114.4554,-3464367688.592546
34,2021-06-04,bitcoin_cash,bch,0.0,0.0
34,2021-06-04,cardano,ada,59303621530.36588,-97597988.13485275
34,2021-06-04,ethereum,eth,333964598115.05035,-1105045635.9581263
34,2021-06-04,litecoin,ltc,12965293862.550978,-156905652.34499344
34,2021-06-04,ripple,xrp,48491814037.47901,-522388317.24312854
34,2021-06-04,solana,sol,10988660955.92941,-80281249.7021532
35,2021-06-05,bitcoin,btc,691747462828.3618,-2118484970.2210124
35,2021-06-05,bitcoin_cash,bch,0.0,0.0
35,2021-06-05,cardano,ada,54766548459.83093,-25355530.034251716
35,2021-06-05,ethereum,eth,312991097366.8545,-368299299.9823963
35,2021-06-05,litecoin,ltc,11962528007.690702,-97493629.59107226
35,2021-06-05,ripple,xrp,44809104088.392914,-344599251.5030864
35,2021-06-05,solana,sol,10271428908.065245,-49027928.42018838
36,2021-06-06,bitcoin,btc,662913486273.3402,-1288956569.4605985
36,2021-06-06,bitcoin_cash,bch,0.0,0.0
36,2021-06-06,cardano,ada,53079740992.93282,-175001.1462871001
36,2021-06-06,ethereum,eth,302743417251.8253,-54104602.95238286
36,2021-06-06,litecoin,ltc,11482258483.885967,-51250427.18405682
36,2021-06-06,ripple,xrp,42302337683.14435,-215173478.731165
36,2021-06-06,solana,sol,10611364493.458803,-17208135.734334182
37,2021-06-07,bitcoin,btc,671131079523.7289,-696043558.1030679
37,2021-06-07,bitcoin_cash,bch,0.0,0.0
37,2021-06-07,cardano,ada,53706185453.487305,4213791.825502269
37,2021-06-07,ethereum,eth,315044778229.29706,-0.1795593494022137
37,2021-06-07,litecoin,ltc,11765259406.024317,-17209561.530205593
37,2021-06-07,ripple,xrp,43471756649.737526,-86526978.07555628
37,2021-06-07,solana,sol,11508207254.494314,-1155632.64566808
38,2021-06-08,bitcoin,btc,626527049947.8439,-533895123.281132
38,2021-06-08,bitcoin_cash,bch,0.0,0.0
38,2021-06-08,cardano,ada,50652944662.73067,49043187.3645693
38,2021-06-08,ethereum,eth,299857516850.1987,127427047.0224438
38,2021-06-08,litecoin,ltc,10736325118.918827,-1378959.9982985067
38,2021-06-08,ripple,xrp,39437071032.286285,-14840813.846889144
38,2021-06-08,solana,sol,10637505878.18168,2927909.1898229225
39,2021-06-09,bitcoin,btc,629018966290.4011,-1080494118.9612234
39,2021-06-09,bitcoin_cash,bch,0.0,0.0
39,2021-06-09,cardano,ada,50730179591.30335,25381963.122189265
39,2021-06-09,ethereum,eth,294068580258.7281,80763684.9680261
39,2021-06-09,litecoin,ltc,10748263580.151356,-2395783.8020148166
39,2021-06-09,ripple,xrp,40450990715.74534,-10481093.658370491
39,2021-06-09,solana,sol,11375166576.681131,12504971.434954744
40,2021-06-10,bitcoin,btc,705292677171.4633,-318301668.89644694
40,2021-06-10,bitcoin_cash,bch,0.0,0.0
40,2021-06-10,cardano,ada,52340455015.04023,73428286.76374915
40,2021-06-10,ethereum,eth,304761367058.1624,216616062.9427409
40,2021-06-10,litecoin,ltc,11530249363.662664,-116206.92148058632
40,2021-06-10,ripple,xrp,42088605425.836,-246127.80979640345
40,2021-06-10,solana,sol,11544497584.210085,76753126.7955541
41,2021-06-11,bitcoin,btc,691681868464.4717,-228524551.6466217
41,2021-06-11,bitcoin_cash,bch,0.0,0.0
41,2021-06-11,cardano,ada,49447857410.75654,36308575.72699256
41,2021-06-11,ethereum,eth,289444120869.42664,73165098.38790274
41,2021-06-11,litecoin,ltc,11214454029.607391,-365195.2166098783
41,2021-06-11,ripple,xrp,40461589120.17616,-345480.18827839644
41,2021-06-11,solana,sol,11231058225.872488,143001699.7178185
42,2021-06-12,bitcoin,btc,698528023663.5321,-115738312.94500779
42,2021-06-12,bitcoin_cash,bch,0.0,0.0
42,2021-06-12,cardano,ada,45933166629.68729,2314561.7093600947
42,2021-06-12,ethereum,eth,272748408238.43475,173245.79857933175
42,2021-06-12,litecoin,ltc,10844487590.603582,-2808475.77804947
42,2021-06-12,ripple,xrp,39130309347.56748,-6681043.710355168
42,2021-06-12,solana,sol,9831892846.255322,130789544.56524217
43,2021-06-13,bitcoin,btc,668148892256.3638,-426437466.3797397
43,2021-06-13,bitcoin_cash,bch,0.0,0.0
43,2021-06-13,cardano,ada,47714205696.99503,-2436816.0895781396
43,2021-06-13,ethereum,eth,278223731471.048,-118572879.39123271
43,2021-06-13,litecoin,ltc,10818213211.776575,-37830763.625227205
43,2021-06-13,ripple,xrp,38569016787.39522,-83972496.17216112
43,2021-06-13,solana,sol,10095207879.649364,90444732.8836973
44,2021-06-14,bitcoin,btc,733402631079.1185,-44605183.54648149
44,2021-06-14,bitcoin_cash,bch,0.0,0.0
44,2021-06-14,cardano,ada,49941414967.86893,-12200209.694397861
44,2021-06-14,ethereum,eth,292767118262.08405,-142347079.96705922
44,2021-06-14,litecoin,ltc,11438285652.792406,-36265670.48691314
44,2021-06-14,ripple,xrp,40925186890.76209,-83391604.34953569
44,2021-06-14,solana,sol,10521989454.932695,81504871.58979724
45,2021-06-15,bitcoin,btc,761104314502.2867,1253031.1466179432
45,2021-06-15,bitcoin_cash,bch,0.0,0.0
45,2021-06-15,cardano,ada,50416308305.58743,-29816931.969142944
45,2021-06-15,ethereum,eth,300405113218.4146,-91787769.04725227
45,2021-06-15,litecoin,ltc,11978047610.855951,-26018014.504789907
45,2021-06-15,ripple,xrp,41253166682.60748,-83023863.2525861
45,2021-06-15,solana,sol,10808680336.53195,70493647.1993244
46,2021-06-16,bitcoin,btc,756522207420.3483,212340913.44713458
46,2021-06-16,bitcoin_cash,bch,0.0,0.0
46,2021-06-16,cardano,ada,50391529523.78449,-16716167.556764811
46,2021-06-16,ethereum,eth,298324322330.12646,-13422230.907130344
46,2021-06-16,litecoin,ltc,11767803245.935764,-10584961.166256126
46,2021-06-16,ripple,xrp,40312888500.39617,-59901717.400324315
46,2021-06-16,solana,sol,10852976029.829046,82324927.92093626
47,2021-06-17,bitcoin,btc,718016373177.285,624249209.0256311
47,2021-06-17,bitcoin_cash,bch,0.0,0.0
47,2021-06-17,cardano,ada,47393590799.99285,-29644002.078147728
47,2021-06-17,ethereum,eth,274666655404.67456,-15468095.628892519
47,2021-06-17,litecoin,ltc,11039755084.800686,-6385188.563123055
47,2021-06-17,ripple,xrp,38620201137.317535,-71327881.59544705
47,2021-06-17,solana,sol,10781816203.272686,81945063.06313832
48,2021-06-18,bitcoin,btc,715652442155.1261,613308722.3982028
48,2021-06-18,bitcoin_cash,bch,0.0,0.0
48,2021-06-18,cardano,ada,47463238825.42096,-88209823.74182118
48,2021-06-18,ethereum,eth,275415199641.5411,-127727303.40862522
48,2021-06-18,litecoin,ltc,11081773550.25777,-8398533.444083946
48,2021-06-18,ripple,xrp,38819180172.98798,-124760814.77428526
48,2021-06-18,solana,sol,10638298323.849005,56601935.919504665
49,2021-06-19,bitcoin,btc,673761687974.4922,204827082.0790621
49,2021-06-19,bitcoin_cash,bch,0.0,0.0
49,2021-06-19,cardano,ada,45667095006.09383,-305456824.3037838
49,2021-06-19,ethereum,eth,260039646334.19235,-824157421.3873066
49,2021-06-19,litecoin,ltc,10419546534.533537,-25592538.381271884
49,2021-06-19,ripple,xrp,36932589366.38297,-299385250.64634746
49,2021-06-19,solana,sol,10008182630.914902,22740244.378354084
50,2021-06-20,bitcoin,btc,666901325910.3705,41274340.85820065
50,2021-06-20,bitcoin_cash,bch,0.0,0.0
50,2021-06-20,cardano,ada,44642873230.46928,-483549552.36776626
50,2021-06-20,ethereum,eth,253396709038.79895,-2021523480.0345585
50,2021-06-20,litecoin,ltc,10232048457.27845,-46616647.54786711
50,2021-06-20,ripple,xrp,35221141669.96444,-451345026.47003573
50,2021-06-20,solana,sol,9621683962.87426,2657090.2331591332
51,2021-06-21,bitcoin,btc,670634370556.6146,17807643.25297943
51,2021-06-21,bitcoin_cash,bch,0.0,0.0
51,2021-06-21,cardano,ada,45996656094.16985,-479204131.656446
51,2021-06-21,ethereum,eth,261478202409.19,-2224076727.6137753
51,2021-06-21,litecoin,ltc,10355530786.692722,-45984627.597223155
51,2021-06-21,ripple,xrp,35815532872.76087,-434115520.8116168
51,2021-06-21,solana,sol,9611623563.108702,1711.0960055779299
52,2021-06-22,bitcoin,btc,598335733135.868,-3264162.6385926786
52,2021-06-22,bitcoin_cash,bch,0.0,0.0
52,2021-06-22,cardano,ada,38411041505.36854,-541277777.6781455
52,2021-06-22,ethereum,eth,223202708788.7209,-2896807108.8494945
52,2021-06-22,litecoin,ltc,8511450086.589944,-61856616.593417674
52,2021-06-22,ripple,xrp,28871387082.35765,-478076439.2283053
52,2021-06-22,solana,sol,7439425733.837019,-13903190.65534565
53,2021-06-23,bitcoin,btc,606580031922.7239,-53604867.31787305
53,2021-06-23,bitcoin_cash,bch,0.0,0.0
53,2021-06-23,cardano,ada,36599473846.52675,-597772630.9556931
53,2021-06-23,ethereum,eth,216876757208.59253,-3414922677.5667386
53,2021-06-23,litecoin,ltc,7914304732.335883,-76287523.01504306
53,2021-06-23,ripple,xrp,25450718833.25376,-524771845.0555471
53,2021-06-23,solana,sol,7157859824.732246,-61178243.609065145
54,2021-06-24,bitcoin,btc,631634847766.2311,-50719774.37889035
54,2021-06-24,bitcoin_cash,bch,0.0,0.0
54,2021-06-24,cardano,ada,40049997236.55031,-563527921.2974199
54,2021-06-24,ethereum,eth,229518675836.76535,-3379262538.9703093
54,2021-06-24,litecoin,ltc,8601544859.04922,-77332952.8567199
54,2021-06-24,ripple,xrp,29694967545.318787,-512724725.2787295
54,2021-06-24,solana,sol,8377496849.572571,-77464252.83511524
55,2021-06-25,bitcoin,btc,650340461975.8141,-74308304.65136246
55,2021-06-25,bitcoin_cash,bch,0.0,0.0
55,2021-06-25,cardano,ada,43522679454.58298,-495937035.4681219
55,2021-06-25,ethereum,eth,231644258719.40115,-3505459335.8619657
55,2021-06-25,litecoin,ltc,8965652331.314917,-82995059.36188804
55,2021-06-25,ripple,xrp,31057874496.418858,-507652815.79258907
55,2021-06-25,solana,sol,8585542319.490724,-105173674.2222196
56,2021-06-26,bitcoin,btc,598703019611.4526,-384561141.4646341
56,2021-06-26,bitcoin_cash,bch,0.0,0.0
56,2021-06-26,cardano,ada,41018597317.67341,-490488709.45883924
56,2021-06-26,ethereum,eth,213871849531.6296,-3973396393.812186
56,2021-06-26,litecoin,ltc,8519563151.641921,-99511613.94139262
56,2021-06-26,ripple,xrp,28700209150.03127,-565712732.5151459
56,2021-06-26,solana,sol,7985242401.768215,-133404980.88915399
57,2021-06-27,bitcoin,btc,600235334320.8247,-877779294.900744
57,2021-06-27,bitcoin_cash,bch,0.0,0.0
57,2021-06-27,cardano,ada,39931840010.70645,-472008274.7710671
57,2021-06-27,ethereum,eth,209989265221.48505,-4100957679.431102
57,2021-06-27,litecoin,ltc,8396386489.427196,-107978967.76642472
57,2021-06-27,ripple,xrp,28325396042.471207,-582397871.4064981
57,2021-06-27,solana,sol,7914659494.026683,-138032031.55915242
58,2021-06-28,bitcoin,btc,649262127990.3759,-1729803898.363204
58,2021-06-28,bitcoin_cash,bch,0.0,0.0
58,2021-06-28,cardano,ada,43083374226.38429,-419957186.79215765
58,2021-06-28,ethereum,eth,229354016311.0035,-3995660287.94527
58,2021-06-28,litecoin,ltc,8810581548.221802,-127691219.62592542
58,2021-06-28,ripple,xrp,30171056185.70429,-629450721.5851734
58,2021-06-28,solana,sol,8602431238.497906,-141921738.35130912
59,2021-06-29,bitcoin,btc,647741224116.9337,-3048885314.4839253
59,2021-06-29,bitcoin_cash,bch,0.0,0.0
59,2021-06-29,cardano,ada,42550282680.16134,-365751984.13885957
59,2021-06-29,ethereum,eth,243040539437.434,-3519597332.197429
59,2021-06-29,litecoin,ltc,9171444374.184813,-135854658.1581038
59,2021-06-29,ripple,xrp,29942729066.831112,-633368030.9009312
59,2021-06-29,solana,sol,9040653316.656572,-114707600.74720694
60,2021-06-30,bitcoin,btc,674231340724.4149,-2342297266.3357434
60,2021-06-30,bitcoin_cash,bch,0.0,0.0
60,2021-06-30,cardano,ada,44142782696.44864,-245389634.0026167
60,2021-06-30,ethereum,eth,253607549372.41992,-2497334204.706722
60,2021-06-30,litecoin,ltc,9660898044.134378,-109563140.9702496
60,2021-06-30,ripple,xrp,32605743402.647835,-513781288.06358045
60,2021-06-30,solana,sol,9355893411.033451,-77014260.1712821
0,2021-07-01,bitcoin,btc,660200427590.4775,-2131283525.1341639
0,2021-07-01,bitcoin_cash,bch,0.0,0.0
0,2021-07-01,cardano,ada,44441813698.7868,-165747182.79396594
0,2021-07-01,ethereum,eth,265951575833.03497,-1505326052.7824512
0,2021-07-01,litecoin,ltc,9639134229.668385,-88629996.21536185
0,2021-07-01,ripple,xrp,32268800761.051617,-423451676.17488635
0,2021-07-01,solana,sol,9784660089.64145,-40305624.35184075
1,2021-07-02,bitcoin,btc,629863895571.7473,-2224649239.430286
1,2021-07-02,bitcoin_cash,bch,0.0,0.0
1,2021-07-02,cardano,ada,43098347951.71951,-161828779.5391549
1,2021-07-02,ethereum,eth,247210647940.18707,-1282017278.6744816
1,2021-07-02,litecoin,ltc,9221651540.863,-82011730.67788406
1,2021-07-02,ripple,xrp,30647057119.673344,-384000804.5862369
1,2021-07-02,solana,sol,9145093164.974163,-35932273.99201447
2,2021-07-03,bitcoin,btc,633684390025.5607,-2721328629.4905734
2,2021-07-03,bitcoin_cash,bch,0.0,0.0
2,2021-07-03,cardano,ada,44559309654.74349,-108263880.58825196
2,2021-07-03,ethereum,eth,250754468066.2188,-915529338.3006614
2,2021-07-03,litecoin,ltc,9099994524.142696,-75403702.51518755
2,2021-07-03,ripple,xrp,30215830565.461456,-349190635.85966325
2,2021-07-03,solana,sol,9219660440.797184,-27025916.71105985
3,2021-07-04,bitcoin,btc,650382046624.6503,-1828296808.04162
3,2021-07-04,bitcoin_cash,bch,0.0,0.0
3,2021-07-04,cardano,ada,45058814114.29131,-43836580.48083304
3,2021-07-04,ethereum,eth,259079167729.78625,-387390166.3071757
3,2021-07-04,litecoin,ltc,9366084351.379349,-52580718.304546915
3,2021-07-04,ripple,xrp,31138455875.2886,-250524276.28542224
3,2021-07-04,solana,sol,9395489549.381342,-14014054.232454566
4,2021-07-05,bitcoin,btc,663571591568.1959,-709669702.2349621
4,2021-07-05,bitcoin_cash,bch,0.0,0.0
