,Date,ID,Symbol,market_cap
0,2021-07-01,solana,sol,9784660089.64145
1,2021-07-02,solana,sol,9145093164.974165
2,2021-07-03,solana,sol,9219660440.797184
3,2021-07-04,solana,sol,9395489549.381342
4,2021-07-05,solana,sol,9396692749.038607
5,2021-07-06,solana,sol,9033978686.400785
6,2021-07-07,solana,sol,9343669279.576614
7,2021-07-08,solana,sol,9995196544.250605
8,2021-07-09,solana,sol,9137574846.549248
9,2021-07-10,solana,sol,9138440436.827877
10,2021-07-11,solana,sol,8716478997.829847
11,2021-07-12,solana,sol,8760359617.466415
12,2021-07-13,solana,sol,8429306463.204107
13,2021-07-14,solana,sol,7953342249.0019
14,2021-07-15,solana,sol,8488446183.42694
15,2021-07-16,solana,sol,7712932810.684437
16,2021-07-17,solana,sol,7168957057.321149
17,2021-07-18,solana,sol,7314497718.903992
18,2021-07-19,solana,sol,7331794881.762145
19,2021-07-20,solana,sol,6774142705.91918
20,2021-07-21,solana,sol,6500208589.083082
21,2021-07-22,solana,sol,7243897344.253764
22,2021-07-23,solana,sol,7561860534.399218
23,2021-07-24,solana,sol,7713349030.470103
24,2021-07-25,solana,sol,7794117620.737434
25,2021-07-26,solana,sol,7718142916.945531
26,2021-07-27,solana,sol,7706970297.480305
27,2021-07-28,solana,sol,7591579830.598075
28,2021-07-29,solana,sol,7595729558.871121
29,2021-07-30,solana,sol,8603692851.645973
30,2021-07-31,solana,sol,8782089188.680168
31,2021-08-01,solana,sol,9870964496.720772
32,2021-08-02,solana,sol,9272656715.856787
33,2021-08-03,solana,sol,9090469010.815338
34,2021-08-04,solana,sol,9368039157.991346
35,2021-08-05,solana,sol,9803376069.99858
36,2021-08-06,solana,sol,10217649265.24856
37,2021-08-07,solana,sol,10788517295.598755
38,2021-08-08,solana,sol,10716940358.779821
39,2021-08-09,solana,sol,10274392698.30968
40,2021-08-10,solana,sol,10540000830.327097
41,2021-08-11,solana,sol,11060502356.763584
42,2021-08-12,solana,sol,11911671445.966951
43,2021-08-13,solana,sol,11719191265.4597
44,2021-08-14,solana,sol,12659136195.430464
45,2021-08-15,solana,sol,12632010978.831278
46,2021-08-16,solana,sol,15290073919.010557
47,2021-08-17,solana,sol,18474853367.365612
48,2021-08-18,solana,sol,18770890602.314026
49,2021-08-19,solana,sol,21274810508.661808
50,2021-08-20,solana,sol,20809209324.240616
51,2021-08-21,solana,sol,22425622491.819256
52,2021-08-22,solana,sol,21281170312.308853
53,2021-08-23,solana,sol,20991469522.08777
54,2021-08-24,solana,sol,22022469783.777603
55,2021-08-25,solana,sol,20724670218.176235
56,2021-08-26,solana,sol,20802776475.036793
57,2021-08-27,solana,sol,22227352877.21953
58,2021-08-28,solana,sol,25629594571.27215
59,2021-08-29,solana,sol,28329094352.267193
60,2021-08-30,solana,sol,27304152716.88658
61,2021-08-31,solana,sol,31920673369.62922
