,Date,ID,Symbol,market_cap
0,2022-03-01,ripple,xrp,37500615316.86525
1,2022-03-02,ripple,xrp,37744545801.86735
2,2022-03-03,ripple,xrp,36857824863.63222
3,2022-03-04,ripple,xrp,36230318096.370834
4,2022-03-05,ripple,xrp,34196859571.601543
5,2022-03-06,ripple,xrp,36199173075.572495
6,2022-03-07,ripple,xrp,34850697038.2734
7,2022-03-08,ripple,xrp,34699488211.455986
8,2022-03-09,ripple,xrp,34608063705.636986
9,2022-03-10,ripple,xrp,36825355524.15274
10,2022-03-11,ripple,xrp,35355341438.5968
11,2022-03-12,ripple,xrp,38564286814.264175
12,2022-03-13,ripple,xrp,37752795220.75425
13,2022-03-14,ripple,xrp,36608123215.65504
14,2022-03-15,ripple,xrp,37138477845.663216
15,2022-03-16,ripple,xrp,36906247283.91733
16,2022-03-17,ripple,xrp,37530785877.27055
17,2022-03-18,ripple,xrp,38199986361.641
18,2022-03-19,ripple,xrp,38423054070.51003
19,2022-03-20,ripple,xrp,39379307066.49004
20,2022-03-21,ripple,xrp,38867169621.4932
21,2022-03-22,ripple,xrp,40278680453.0231
22,2022-03-23,ripple,xrp,40301095225.540955
23,2022-03-24,ripple,xrp,40309455205.726654
24,2022-03-25,ripple,xrp,40523755643.15179
25,2022-03-26,ripple,xrp,39672483855.87599
26,2022-03-27,ripple,xrp,39989129613.705086
27,2022-03-28,ripple,xrp,41121465144.908394
28,2022-03-29,ripple,xrp,41579711813.883125
29,2022-03-30,ripple,xrp,41224241577.90292
30,2022-03-31,ripple,xrp,41449148705.78688
