,Date,ID,Symbol,market_cap
0,2022-03-01,ethereum,eth,349056335389.1799
1,2022-03-02,ethereum,eth,355855644056.71844
2,2022-03-03,ethereum,eth,353807222059.12616
3,2022-03-04,ethereum,eth,340585349633.38696
4,2022-03-05,ethereum,eth,314336377085.58026
5,2022-03-06,ethereum,eth,319334318240.9434
6,2022-03-07,ethereum,eth,306675297178.70435
7,2022-03-08,ethereum,eth,299834957580.4126
8,2022-03-09,ethereum,eth,309291567872.3395
9,2022-03-10,ethereum,eth,327144318378.6509
10,2022-03-11,ethereum,eth,313054369877.37134
11,2022-03-12,ethereum,eth,307992205234.7309
12,2022-03-13,ethereum,eth,309539252974.5316
13,2022-03-14,ethereum,eth,302103577555.32056
14,2022-03-15,ethereum,eth,310467033555.37006
15,2022-03-16,ethereum,eth,314931220494.93384
16,2022-03-17,ethereum,eth,333204590005.1927
17,2022-03-18,ethereum,eth,338097336083.8262
18,2022-03-19,ethereum,eth,353539105454.5327
19,2022-03-20,ethereum,eth,353770129278.67426
20,2022-03-21,ethereum,eth,343170506313.24133
21,2022-03-22,ethereum,eth,347666776668.2674
22,2022-03-23,ethereum,eth,356813271188.88025
23,2022-03-24,ethereum,eth,363715804798.513
24,2022-03-25,ethereum,eth,373177111114.7027
25,2022-03-26,ethereum,eth,373074920726.7511
26,2022-03-27,ethereum,eth,377825418684.3759
27,2022-03-28,ethereum,eth,394486853105.0086
28,2022-03-29,ethereum,eth,399977979554.21063
29,2022-03-30,ethereum,eth,408153998267.8274
30,2022-03-31,ethereum,eth,407460530687.7479
