,Date,ID,Symbol,market_cap
0,2022-04-01,bitcoin,btc,865010142444.9791
1,2022-04-02,bitcoin,btc,879144224206.3806
2,2022-04-03,bitcoin,btc,871050305858.7916
3,2022-04-04,bitcoin,btc,882346640419.069
4,2022-04-05,bitcoin,btc,885584977681.2438
5,2022-04-06,bitcoin,btc,867247321783.443
6,2022-04-07,bitcoin,btc,820983263462.4961
7,2022-04-08,bitcoin,btc,827032889944.6309
8,2022-04-09,bitcoin,btc,804272478980.6077
9,2022-04-10,bitcoin,btc,812734148492.5116
10,2022-04-11,bitcoin,btc,803574629064.9272
11,2022-04-12,bitcoin,btc,752680814425.1921
12,2022-04-13,bitcoin,btc,764314681923.3135
13,2022-04-14,bitcoin,btc,783560801481.9719
14,2022-04-15,bitcoin,btc,759703443634.6515
15,2022-04-16,bitcoin,btc,771666602547.5923
16,2022-04-17,bitcoin,btc,770439827829.2395
17,2022-04-18,bitcoin,btc,755627152747.4514
18,2022-04-19,bitcoin,btc,776463403746.4385
19,2022-04-20,bitcoin,btc,789141783336.2104
20,2022-04-21,bitcoin,btc,787437397453.9304
21,2022-04-22,bitcoin,btc,770787243369.5001
22,2022-04-23,bitcoin,btc,756144456297.8489
23,2022-04-24,bitcoin,btc,752414150959.3553
24,2022-04-25,bitcoin,btc,752446283899.8965
25,2022-04-26,bitcoin,btc,770112436973.4149
26,2022-04-27,bitcoin,btc,725434540422.046
27,2022-04-28,bitcoin,btc,746473028158.29
28,2022-04-29,bitcoin,btc,756090806420.8264
29,2022-04-30,bitcoin,btc,735829877665.6912
30,2022-05-01,bitcoin,btc,719611115951.2947
31,2022-05-02,bitcoin,btc,733294957352.5364
32,2022-05-03,bitcoin,btc,733787526677.6703
33,2022-05-04,bitcoin,btc,718542028695.8999
34,2022-05-05,bitcoin,btc,755764276888.7715
35,2022-05-06,bitcoin,btc,696020943881.887
36,2022-05-07,bitcoin,btc,687093350325.4445
37,2022-05-08,bitcoin,btc,678702448510.6605
38,2022-05-09,bitcoin,btc,648514321641.9902
39,2022-05-10,bitcoin,btc,576197842487.6378
40,2022-05-11,bitcoin,btc,590644412746.6844
41,2022-05-12,bitcoin,btc,549294001873.1765
42,2022-05-13,bitcoin,btc,555266177876.6213
43,2022-05-14,bitcoin,btc,558053182541.2809
44,2022-05-15,bitcoin,btc,573777699744.01
45,2022-05-16,bitcoin,btc,596346266888.6597
46,2022-05-17,bitcoin,btc,569801943005.2971
47,2022-05-18,bitcoin,btc,581272773175.8237
48,2022-05-19,bitcoin,btc,547927169401.20306
49,2022-05-20,bitcoin,btc,578678245847.8763
50,2022-05-21,bitcoin,btc,557201657280.7389
51,2022-05-22,bitcoin,btc,561696351558.8424
52,2022-05-23,bitcoin,btc,578090387085.146
53,2022-05-24,bitcoin,btc,555459414424.212
54,2022-05-25,bitcoin,btc,564885248021.9939
55,2022-05-26,bitcoin,btc,563577022957.9133
56,2022-05-27,bitcoin,btc,559066076343.6685
57,2022-05-28,bitcoin,btc,545752899521.8662
58,2022-05-29,bitcoin,btc,554938694217.2793
59,2022-05-30,bitcoin,btc,561771345708.952
60,2022-05-31,bitcoin,btc,604926607440.7722
61,2022-06-01,bitcoin,btc,607393396318.7885
62,2022-06-02,bitcoin,btc,569001624438.0176
63,2022-06-03,bitcoin,btc,580863150152.0535
64,2022-06-04,bitcoin,btc,566275595800.1772
65,2022-06-05,bitcoin,btc,568340135127.331
66,2022-06-06,bitcoin,btc,570209935092.4275
67,2022-06-07,bitcoin,btc,597966736176.5532
68,2022-06-08,bitcoin,btc,597205650752.5386
