,Date,ID,Symbol,market_cap
0,2021-09-01,litecoin,ltc,11475429430.682352
1,2021-09-02,litecoin,ltc,12088044122.03615
2,2021-09-03,litecoin,ltc,12271244378.987486
3,2021-09-04,litecoin,ltc,14175047195.936176
4,2021-09-05,litecoin,ltc,14232912580.942972
5,2021-09-06,litecoin,ltc,15307972822.425728
6,2021-09-07,litecoin,ltc,14692469973.029627
7,2021-09-08,litecoin,ltc,11895604543.560871
8,2021-09-09,litecoin,ltc,12015537429.12473
9,2021-09-10,litecoin,ltc,12073166216.500729
10,2021-09-11,litecoin,ltc,11599982350.680834
11,2021-09-12,litecoin,ltc,11931872713.834728
12,2021-09-13,litecoin,ltc,12245694193.151337
13,2021-09-14,litecoin,ltc,12026057255.3403
14,2021-09-15,litecoin,ltc,12229424489.746922
15,2021-09-16,litecoin,ltc,12616239375.27891
16,2021-09-17,litecoin,ltc,12408614349.618195
17,2021-09-18,litecoin,ltc,12067636758.159355
18,2021-09-19,litecoin,ltc,12126412631.030792
19,2021-09-20,litecoin,ltc,11755609272.269262
20,2021-09-21,litecoin,ltc,10512604962.26462
21,2021-09-22,litecoin,ltc,9778752348.494122
22,2021-09-23,litecoin,ltc,10731293840.46711
23,2021-09-24,litecoin,ltc,10972485278.468178
24,2021-09-25,litecoin,ltc,10200662930.252695
25,2021-09-26,litecoin,ltc,10132388187.20556
26,2021-09-27,litecoin,ltc,10219843342.92489
27,2021-09-28,litecoin,ltc,9748921903.219854
28,2021-09-29,litecoin,ltc,9372475961.870188
29,2021-09-30,litecoin,ltc,9681357897.310526
30,2021-10-01,litecoin,ltc,10228958668.177526
31,2021-10-02,litecoin,ltc,11077015406.904276
32,2021-10-03,litecoin,ltc,11659851024.782589
33,2021-10-04,litecoin,ltc,11749810607.616468
34,2021-10-05,litecoin,ltc,11506766114.666618
35,2021-10-06,litecoin,ltc,11959486591.453056
36,2021-10-07,litecoin,ltc,12309753394.568789
37,2021-10-08,litecoin,ltc,12301131244.813486
38,2021-10-09,litecoin,ltc,12090218245.97475
39,2021-10-10,litecoin,ltc,12367375432.497158
40,2021-10-11,litecoin,ltc,12056112164.150537
41,2021-10-12,litecoin,ltc,12254760530.977692
42,2021-10-13,litecoin,ltc,11849297493.770144
43,2021-10-14,litecoin,ltc,12226025574.253553
44,2021-10-15,litecoin,ltc,12399079366.708727
45,2021-10-16,litecoin,ltc,13018317286.77698
46,2021-10-17,litecoin,ltc,12831025871.315945
47,2021-10-18,litecoin,ltc,12626547685.461506
48,2021-10-19,litecoin,ltc,12760817690.062843
49,2021-10-20,litecoin,ltc,12994083695.672173
50,2021-10-21,litecoin,ltc,14288129083.247942
51,2021-10-22,litecoin,ltc,13574263307.067997
52,2021-10-23,litecoin,ltc,13201586874.505154
53,2021-10-24,litecoin,ltc,13549407672.57393
54,2021-10-25,litecoin,ltc,13113243378.470287
55,2021-10-26,litecoin,ltc,13495845936.78652
56,2021-10-27,litecoin,ltc,13657953880.201538
57,2021-10-28,litecoin,ltc,12408899504.601624
58,2021-10-29,litecoin,ltc,13093632050.372177
59,2021-10-30,litecoin,ltc,13555562187.247387
60,2021-10-31,litecoin,ltc,13098186372.894283
