,Date,ID,Symbol,market_cap
0,2021-07-01,bitcoin,btc,660200427590.4775
1,2021-07-02,bitcoin,btc,629863895571.7473
2,2021-07-03,bitcoin,btc,633684390025.5607
3,2021-07-04,bitcoin,btc,650382046624.6503
4,2021-07-05,bitcoin,btc,663571591568.1959
5,2021-07-06,bitcoin,btc,636061920914.8282
6,2021-07-07,bitcoin,btc,640405812761.686
7,2021-07-08,bitcoin,btc,636246944189.2604
8,2021-07-09,bitcoin,btc,617861633771.9894
9,2021-07-10,bitcoin,btc,637000370375.4657
10,2021-07-11,bitcoin,btc,632185737683.1548
11,2021-07-12,bitcoin,btc,643335853171.1349
12,2021-07-13,bitcoin,btc,623350567666.981
13,2021-07-14,bitcoin,btc,613002045101.37
14,2021-07-15,bitcoin,btc,616691143979.958
15,2021-07-16,bitcoin,btc,595342431373.8641
16,2021-07-17,bitcoin,btc,588495008675.5178
17,2021-07-18,bitcoin,btc,592581931071.2119
18,2021-07-19,bitcoin,btc,597872278369.1111
19,2021-07-20,bitcoin,btc,580252472382.7122
20,2021-07-21,bitcoin,btc,561743228116.5483
21,2021-07-22,bitcoin,btc,605357009416.7555
22,2021-07-23,bitcoin,btc,607621607805.3499
23,2021-07-24,bitcoin,btc,627747173675.4332
24,2021-07-25,bitcoin,btc,642012590040.6406
25,2021-07-26,bitcoin,btc,664681184168.7764
26,2021-07-27,bitcoin,btc,701921012034.6644
27,2021-07-28,bitcoin,btc,732311951673.3547
28,2021-07-29,bitcoin,btc,751371299910.5153
29,2021-07-30,bitcoin,btc,750407963580.4731
30,2021-07-31,bitcoin,btc,786531956383.648
31,2021-08-01,bitcoin,btc,784039345926.1898
32,2021-08-02,bitcoin,btc,747403845431.8284
33,2021-08-03,bitcoin,btc,737440183775.5553
34,2021-08-04,bitcoin,btc,720835141114.3336
35,2021-08-05,bitcoin,btc,747085951935.0547
36,2021-08-06,bitcoin,btc,768416417393.5968
37,2021-08-07,bitcoin,btc,803853127161.2805
38,2021-08-08,bitcoin,btc,838457486987.6113
39,2021-08-09,bitcoin,btc,821704814136.0109
40,2021-08-10,bitcoin,btc,861862844505.6104
41,2021-08-11,bitcoin,btc,854344953098.7552
42,2021-08-12,bitcoin,btc,857660568377.3856
43,2021-08-13,bitcoin,btc,836054770491.896
44,2021-08-14,bitcoin,btc,895084141168.7996
45,2021-08-15,bitcoin,btc,886593539912.8141
46,2021-08-16,bitcoin,btc,882888202377.7089
47,2021-08-17,bitcoin,btc,866391335029.3693
48,2021-08-18,bitcoin,btc,836777066605.9799
49,2021-08-19,bitcoin,btc,847143004614.999
50,2021-08-20,bitcoin,btc,867650725472.864
51,2021-08-21,bitcoin,btc,923013359587.4719
52,2021-08-22,bitcoin,btc,920750216465.3846
53,2021-08-23,bitcoin,btc,925630106451.4792
54,2021-08-24,bitcoin,btc,930729196214.2946
55,2021-08-25,bitcoin,btc,902489541307.5308
56,2021-08-26,bitcoin,btc,921328247353.5629
57,2021-08-27,bitcoin,btc,887832142450.1957
58,2021-08-28,bitcoin,btc,922969799298.9401
59,2021-08-29,bitcoin,btc,920017911098.7555
60,2021-08-30,bitcoin,btc,919515378468.8468
61,2021-08-31,bitcoin,btc,885729258052.6316
