,Date,ID,Symbol,market_cap
0,2021-11-01,ethereum,eth,507889381626.9908
1,2021-11-02,ethereum,eth,511441678721.3504
2,2021-11-03,ethereum,eth,539884557845.201
3,2021-11-04,ethereum,eth,543311992233.9774
4,2021-11-05,ethereum,eth,534623910067.6353
5,2021-11-06,ethereum,eth,531116824617.7209
6,2021-11-07,ethereum,eth,534139628777.6332
7,2021-11-08,ethereum,eth,546469946549.37506
8,2021-11-09,ethereum,eth,571665766496.0859
9,2021-11-10,ethereum,eth,560964266378.8303
10,2021-11-11,ethereum,eth,548699344220.5352
11,2021-11-12,ethereum,eth,560226056358.6504
12,2021-11-13,ethereum,eth,552938385233.9376
13,2021-11-14,ethereum,eth,551228905630.0963
14,2021-11-15,ethereum,eth,546963335748.59625
15,2021-11-16,ethereum,eth,541673876615.1028
16,2021-11-17,ethereum,eth,501391963927.7868
17,2021-11-18,ethereum,eth,507387229348.5558
18,2021-11-19,ethereum,eth,472465696561.25507
19,2021-11-20,ethereum,eth,509116804761.8423
20,2021-11-21,ethereum,eth,524536655944.9339
21,2021-11-22,ethereum,eth,514388218179.73724
22,2021-11-23,ethereum,eth,485391988431.9048
23,2021-11-24,ethereum,eth,515843824526.39667
24,2021-11-25,ethereum,eth,505609296276.3257
25,2021-11-26,ethereum,eth,535082405000.054
26,2021-11-27,ethereum,eth,479414339295.46326
27,2021-11-28,ethereum,eth,483997326749.38934
28,2021-11-29,ethereum,eth,508385171334.4435
29,2021-11-30,ethereum,eth,527331112023.3339
30,2021-12-01,ethereum,eth,549758919636.0618
31,2021-12-02,ethereum,eth,544051345075.8544
32,2021-12-03,ethereum,eth,537814995667.8384
33,2021-12-04,ethereum,eth,502863051143.01685
34,2021-12-05,ethereum,eth,485429065737.4593
35,2021-12-06,ethereum,eth,497049834886.77576
36,2021-12-07,ethereum,eth,515778007028.56696
37,2021-12-08,ethereum,eth,511409310852.7245
38,2021-12-09,ethereum,eth,525850414062.19104
39,2021-12-10,ethereum,eth,494841071220.93524
40,2021-12-11,ethereum,eth,467266449092.32294
41,2021-12-12,ethereum,eth,484278596802.5053
42,2021-12-13,ethereum,eth,490316653455.3707
43,2021-12-14,ethereum,eth,449137302105.9432
44,2021-12-15,ethereum,eth,457658155854.8058
45,2021-12-16,ethereum,eth,476630620294.2814
46,2021-12-17,ethereum,eth,471365651341.3005
47,2021-12-18,ethereum,eth,462267569583.3989
48,2021-12-19,ethereum,eth,471195598700.43604
49,2021-12-20,ethereum,eth,467396185408.52454
50,2021-12-21,ethereum,eth,471319155562.1543
51,2021-12-22,ethereum,eth,480570348192.474
52,2021-12-23,ethereum,eth,475334762859.67194
53,2021-12-24,ethereum,eth,488290658809.1535
54,2021-12-25,ethereum,eth,482498690510.26416
55,2021-12-26,ethereum,eth,488792890035.21063
56,2021-12-27,ethereum,eth,484795501758.7465
57,2021-12-28,ethereum,eth,481030381194.1921
58,2021-12-29,ethereum,eth,453976220406.2239
59,2021-12-30,ethereum,eth,432082393736.3374
60,2021-12-31,ethereum,eth,441654436877.796
